Node, generations
Node 2983, 115.87008532516144
Node 4225, 184.28069633810432
Node 3084, 121.60313498892847
Node 2132, 70.83365056786447
Node 3083, 121.59488715787502
Node 6405, 216.72000326879066
Node 5502, 202.29277467043937
Node 1567, 42.3624038207662
Node 5295, 201.52714196543965
Node 4715, 200.2689225142719
Node 5957, 205.7570743331484
Node 5924, 205.30681732132692
Node 1143, 11.244341920539078
Node 5102, 201.02078812336822
Node 6786, 273.3249522455657
Node 4818, 200.4269425090471
Node 1428, 34.060932196334406
Node 2479, 89.9088971842583
Node 1433, 34.18307042081905
Node 6694, 245.94405915931188
Node 6034, 206.57448218230314
Node 1165, 12.670805022464087
Node 5781, 203.94610441002993
Node 4397, 193.88484348548297
Node 2614, 97.5155237436884
Node 2544, 94.16181011126028
Node 1896, 59.06339750733274
Node 1108, 7.5746450434792365
Node 1069, 2.051281782370966
Node 1987, 63.359250342860506
Node 5568, 202.59121533347425
Node 1071, 2.2708376965901116
Node 1354, 29.00092952861358
Node 1327, 25.87609237154686
Node 6109, 207.8019669461596
Node 1910, 59.56992279795977
Node 6032, 206.56476051340326
Node 3055, 120.2698079029131
Node 5819, 204.2515075571736
Node 1159, 12.356990226652128
Node 1230, 17.500610889386746
Node 7082, 608.8479381659699
Node 6879, 339.54119209048605
Node 6721, 251.44662747535094
Node 6094, 207.51309651952275
Node 2497, 91.49335241864614
Node 6636, 237.12112375968985
Node 4706, 200.2490334150767
Node 3592, 149.00988773952005
Node 1086, 5.500471750335824
Node 2844, 108.51128336295207
Node 3672, 153.59304821752704
Node 2423, 86.64305219982839
Node 2719, 101.83195931961009
Node 6525, 225.94769437513156
Node 5894, 205.03436123904518
Node 1549, 41.355300737540716
Node 1215, 15.943371407225513
Node 4015, 172.94692978314086
Node 6202, 209.4789662934011
Node 5119, 201.0733133635071
Node 1345, 27.76636117850747
Node 1919, 59.989502651207616
Node 1622, 44.93299294292481
Node 7027, 524.1390909025491
Node 6808, 283.617842828828
Node 6719, 250.99638325451937
Node 6363, 214.47769624012693
Node 5122, 201.08166156976918
Node 6606, 234.9121365829481
Node 6169, 208.83763865048584
Node 5654, 203.0061291585238
Node 4401, 194.28261730909998
Node 5094, 201.00524073491414
Node 5694, 203.2766062888194
Node 4915, 200.60541033351774
Node 1079, 4.445944230381748
Node 3082, 121.57874882961197
Node 1167, 12.756062642764675
Node 2095, 68.60840776517625
Node 1739, 50.43104914621309
Node 5164, 201.1588588428373
Node 1869, 57.54823112306007
Node 1482, 37.22702064437704
Node 2017, 64.50470195742452
Node 6558, 229.1717607278284
Node 4232, 184.76194147331654
Node 6348, 214.04511596035985
Node 6165, 208.7262786037182
Node 2001, 63.98777526821785
Node 1358, 29.068271177601066
Node 6278, 212.18308513713592
Node 1148, 11.788451940650896
Node 5719, 203.45150144641755
Node 1774, 52.21044659622245
Node 4405, 194.60497951225082
Node 4216, 183.84292724881706
Node 2594, 96.6417353765266
Node 1313, 24.656744791600296
Node 2175, 73.04802359670313
Node 1252, 19.75966191991632
Node 1241, 18.607635788508954
Node 2137, 71.29982229758699
Node 6801, 281.8829103224577
Node 6778, 271.36988188755953
Node 6304, 212.97474248705774
Node 2580, 96.05640456251895
Node 2024, 64.99416300687507
Node 4117, 178.42498424650623
Node 6690, 245.0595069821654
Node 6533, 226.51896369978525
Node 6382, 215.26550158397976
Node 2442, 87.61697681291717
Node 5966, 205.8650803850457
Node 5000, 200.77015547005666
Node 3893, 165.77441563780175
Node 3742, 158.03913717224825
Node 4512, 200.02220149332953
Node 1217, 16.125430718495664
Node 2944, 113.77000222877119
Node 1200, 14.85409353473705
Node 6669, 242.219180104168
Node 6538, 227.15354248608824
Node 1095, 6.660621315964854
Node 6364, 214.47816556079857
Node 6224, 210.2520298484116
Node 6557, 229.13605575281125
Node 6540, 227.24902029665228
Node 6276, 212.0539748221896
Node 5763, 203.82552485498144
Node 6451, 219.30889659439953
Node 3259, 130.50788559485932
Node 5978, 205.99009228754448
Node 5752, 203.73453519383494
Node 4770, 200.35539125586516
Node 2464, 88.92755216020825
Node 6793, 277.89275412009516
Node 6695, 246.1552585043043
Node 6472, 220.74623456302402
Node 6251, 211.2138555541651
Node 5977, 205.980144230852
Node 5203, 201.27675286650856
Node 1236, 18.08866650715063
Node 4087, 176.66497443463538
Node 1349, 28.297616209573118
Node 2773, 104.7524909033038
Node 5314, 201.5683083417754
Node 6417, 217.39791157952268
Node 2428, 86.79163032843155
Node 4361, 191.68646643917708
Node 1504, 38.540186409139345
Node 1072, 2.3934348270570314
Node 6484, 221.59460979743972
Node 1454, 35.38609350948971
Node 6712, 249.31538231128206
Node 6513, 224.6510758084111
Node 5180, 201.1868833125222
Node 6191, 209.30072636378964
Node 6124, 208.03708824255585
Node 5249, 201.40423119396863
Node 5853, 204.63269531465986
Node 6125, 208.06232975254952
Node 5262, 201.4285403328656
Node 1886, 58.59553950288751
Node 2274, 79.5541068103668
Node 1441, 34.562902709178466
Node 6710, 248.7112094073655
Node 3992, 171.34433959413505
Node 3782, 159.7467199862869
Node 1995, 63.735340339187104
Node 1076, 3.856221959498071
Node 5697, 203.31026950448572
Node 6921, 377.498359832043
Node 6782, 272.2025493217562
Node 6365, 214.51646411018365
Node 6150, 208.42892051406272
Node 4480, 199.3493238252928
Node 4254, 186.19318143927015
Node 3834, 162.8070817348877
Node 1140, 10.825689097097925
Node 1969, 62.49543273883396
Node 5700, 203.34779333189658
Node 1611, 44.616384490044794
Node 5693, 203.274522475222
Node 2181, 73.53711647454675
Node 3946, 168.06038586066225
Node 2771, 104.6036329907645
Node 2376, 84.2656128310289
Node 6164, 208.72096666657887
Node 5772, 203.89288007699537
Node 6554, 228.40671894158947
Node 1628, 45.504513199779055
Node 4236, 185.1744234570688
Node 6898, 357.63120513551297
Node 6469, 220.53849798292154
Node 4985, 200.73528451791734
Node 2930, 112.77691150342211
Node 5415, 201.90181871584605
Node 2027, 65.06929584992461
Node 1085, 5.23627548330062
Node 3827, 162.5574631400671
Node 2569, 95.64695686344496
Node 1206, 15.380366304665333
Node 1104, 7.304687066769939
Node 6779, 271.3790980666758
Node 6659, 240.4876626265711
Node 5017, 200.80349249714715
Node 4353, 191.24729697590328
Node 1321, 25.493263283304575
Node 3109, 122.49489223727412
Node 1116, 8.581509489915467
Node 6421, 217.56975573969513
Node 5873, 204.7509922465051
Node 5142, 201.11781326290142
Node 4524, 200.03459909816416
Node 2727, 102.46417151999786
Node 1420, 33.67473299945088
Node 5054, 200.8968232149421
Node 1318, 25.14045446255619
Node 6745, 261.44994018558987
Node 6137, 208.2836264604432
Node 3918, 166.65597255715437
Node 4665, 200.1927597644404
Node 1970, 62.499281289304534
Node 6698, 246.89926952690007
Node 5236, 201.36220800508536
Node 3966, 169.45035425877126
Node 6628, 236.3844472571585
Node 6461, 219.9472394208404
Node 2085, 68.09745679794015
Node 5886, 204.90683619322795
Node 5340, 201.64822176000692
Node 1330, 26.0187271818022
Node 6556, 228.71696772824947
Node 1300, 23.490131437717974
Node 1064, 1.335706908952588
Node 6524, 225.80141229155387
Node 5263, 201.43063564231036
Node 1684, 47.79385961340036
Node 1233, 17.561881961312217
Node 1634, 45.65062088190583
Node 2007, 64.103533934691
Node 1210, 15.451672003877377
Node 6090, 207.40464268923435
Node 3008, 117.76475085146564
Node 7154, 1014.9032307084136
Node 7080, 602.7824237523095
Node 5346, 201.66360280122288
Node 3263, 130.80304165935632
Node 1599, 44.25219738265279
Node 1427, 34.00180380258897
Node 1452, 35.19365305906102
Node 3266, 131.26626355940905
Node 6984, 460.3909725171957
Node 6777, 271.2016177556829
Node 6230, 210.4602622987631
Node 6709, 248.68445904352618
Node 6526, 225.9771917561594
Node 6288, 212.38307295165168
Node 2902, 111.84566936707733
Node 4701, 200.23751031722523
Node 1337, 26.580808953757916
Node 2395, 85.196141391246
Node 6512, 224.3119855196038
Node 5671, 203.09911615402345
Node 1911, 59.648381611047704
Node 6614, 235.38663680997834
Node 4883, 200.52492451999518
Node 1857, 57.0895717876952
Node 1181, 13.44607180431958
Node 6413, 217.2353410468625
Node 6180, 209.03112108574066
Node 4109, 178.0151249813527
Node 3817, 162.08548144856456
Node 6923, 379.92772007460974
Node 1362, 29.309541995841077
Node 6386, 215.61926372709328
Node 5998, 206.21466633863196
Node 1074, 3.8163230911806365
Node 5982, 206.007889157632
Node 2382, 84.53634999484335
Node 5730, 203.5430560695053
Node 5653, 203.00309463470043
Node 1386, 30.839127584845986
Node 6133, 208.1637366280498
Node 5871, 204.74067623088607
Node 4807, 200.4101200761284
Node 4334, 190.29198992279055
Node 3418, 139.86828996212856
Node 1144, 11.251787583384537
Node 5037, 200.86057945752233
Node 2613, 97.4581840616166
Node 3368, 136.89655124931744
Node 6078, 207.20898101060308
Node 3286, 132.17404306090828
Node 7153, 1005.741835544249
Node 6967, 436.40039140433225
Node 6725, 252.7697834399083
Node 6344, 213.9180315471896
Node 1105, 7.358215779614487
Node 6046, 206.68090698729023
Node 2989, 116.43804946714391
Node 1828, 55.47379043654188
Node 6527, 226.07028984938074
Node 6354, 214.29393732436168
Node 4626, 200.13706998539098
Node 3415, 139.5304062104401
Node 1293, 22.905326826191043
Node 3843, 163.12105989885183
Node 5892, 205.01057912685823
Node 4452, 197.615473515373
Node 1679, 47.57201713006124
Node 5159, 201.1483522569589
Node 2853, 109.2306000376275
Node 3802, 160.97735942691634
Node 2663, 99.6444007989024
Node 1500, 38.5086707899188
Node 1164, 12.662573338655312
Node 2396, 85.2013614247668
Node 1218, 16.370306634670417
Node 6420, 217.54315578783005
Node 6083, 207.28469607745586
Node 1285, 22.088202587565448
Node 6406, 216.7251373763625
Node 6121, 207.9845977684762
Node 6084, 207.30062980831502
Node 5060, 200.9181981584387
Node 5354, 201.68701571142108
Node 6358, 214.40645725669995
Node 7133, 817.3031087178358
Node 6994, 469.6531575512915
Node 6458, 219.8149736451924
Node 1502, 38.52825310137394
Node 6270, 211.89751541477366
Node 4035, 174.08921408335232
Node 2230, 76.6407839562436
Node 2102, 69.07874232463074
Node 1082, 4.857451378692402
Node 6101, 207.64884167572785
Node 3676, 153.84995100508718
Node 3242, 129.3145842591798
Node 1838, 55.9773742531067
Node 5539, 202.44683779139487
Node 4859, 200.48505457724008
Node 3781, 159.63200501357295
Node 1231, 17.50255318781911
Node 5337, 201.645814205667
Node 4782, 200.3669090209258
Node 6954, 415.90085899636387
Node 6136, 208.2149281461637
Node 4235, 185.0111660378587
Node 1125, 9.31144246687965
Node 6646, 238.14842402668384
Node 6198, 209.44154130065175
Node 5910, 205.2067595519368
Node 4554, 200.05623197040745
Node 4289, 188.24954784593615
Node 2754, 104.00078847753068
Node 5031, 200.83101594964802
Node 2416, 86.28929448202165
Node 1060, 0.03931898020454101
Node 6332, 213.62857251990596
Node 3190, 126.32455009850604
Node 2167, 72.46837737306537
Node 1084, 5.222001764637068
Node 6115, 207.90004057906282
Node 4813, 200.41879848010296
Node 1077, 4.0353394734561725
Node 5132, 201.10370115321578
Node 7057, 565.8912279287521
Node 7021, 505.2412930409258
Node 6908, 366.1383561398274
Node 6665, 241.39123958656577
Node 6604, 234.68043264928286
Node 6529, 226.27060563327356
Node 5227, 201.33562438553983
Node 5187, 201.2130330647584
Node 5721, 203.47912540333604
Node 1390, 31.273372626031787
Node 1808, 54.332136350612984
Node 1614, 44.67807802657273
Node 1096, 6.84877475572788
Node 6619, 235.90283626878102
Node 5858, 204.65416078032285
Node 4710, 200.2583615121501
Node 6891, 351.2629936977307
Node 3696, 155.01626246674903
Node 1121, 8.927873572488918
Node 6755, 265.76155368290085
Node 6647, 238.2030899570142
Node 6436, 218.7159619390225
Node 5066, 200.9283786705788
Node 1928, 60.42858814225831
Node 1397, 31.995078047325244
Node 4944, 200.65235697885444
Node 3536, 146.28469543295662
Node 1410, 33.04132471717749
Node 6426, 217.89854508462193
Node 6249, 211.17259500290436
Node 5464, 202.0956537072651
Node 3233, 128.81156094397454
Node 2795, 106.28552708044744
Node 3009, 117.7766809760949
Node 2238, 76.99789375339445
Node 5136, 201.1076986834722
Node 1063, 0.8542818272487
Node 4751, 200.322739103834
Node 1178, 13.303607000010569
Node 5723, 203.4881896049712
Node 3823, 162.40242309033582
Node 6303, 212.9708889363101
Node 5796, 204.06501078707106
Node 3370, 137.09247147082365
Node 5692, 203.25354555484537
Node 2068, 67.38550601063363
Node 6126, 208.06433595396584
Node 5373, 201.74905216092586
Node 1303, 23.719197772160364
Node 2888, 111.00209373546126
Node 1594, 43.917545780699925
Node 1120, 8.749354053606032
Node 6519, 225.02399440934983
Node 6248, 211.1528219733467
Node 4103, 177.71739616762514
Node 2803, 106.63562595440489
Node 2709, 101.52614786355704
Node 2420, 86.52848413055204
Node 1151, 11.92505916210929
Node 1115, 8.494439704817815
Node 3026, 118.59138880907489
Node 1204, 15.225892985531678
Node 1985, 63.29814026220539
Node 5973, 205.91752576584454
Node 3192, 126.4354819365
Node 2195, 74.2066576209478
Node 1811, 54.42575808727079
Node 1124, 9.26475538788235
Node 1413, 33.22016528112326
Node 1136, 10.572386421447044
Node 2081, 67.79933208447999
Node 2057, 66.54990620626026
Node 5732, 203.55847696631102
Node 4149, 179.98073051269407
Node 4959, 200.69247937311596
Node 6736, 256.87714195529634
Node 6644, 237.83459209607523
Node 6464, 220.22096215311078
Node 5343, 201.6561913269036
Node 1464, 36.03005496258474
Node 6143, 208.3229170054441
Node 5563, 202.55538996164316
Node 4882, 200.5246937863546
Node 3312, 133.8767459851271
Node 6530, 226.35839330127646
Node 5964, 205.84549425463618
Node 5486, 202.21024037309544
Node 5317, 201.57990414216897
Node 4414, 194.88058916167037
Node 3836, 162.8880596025847
Node 4215, 183.7873500109074
Node 5335, 201.64295692072466
Node 4734, 200.29273528747365
Node 3678, 153.9373702864216
Node 6368, 214.68471678113542
Node 6234, 210.58933066142384
Node 5775, 203.9072754082672
Node 2437, 87.22340822299633
Node 1228, 17.308160828119274
Node 3085, 121.61827473450249
Node 1749, 50.949521635602416
Node 1223, 16.61621126501109
Node 5885, 204.89903429582472
Node 4485, 199.66597438387566
Node 1304, 23.743287727798972
Node 6275, 212.0190864681425
Node 5760, 203.80364499929598
Node 3756, 158.31148875626437
Node 1409, 32.89888144805323
Node 2573, 95.68660899947936
Node 1092, 6.412188436748795
Node 4926, 200.6230215619575
Node 1601, 44.36111519104609
Node 6250, 211.19126461340267
Node 5448, 202.03063709513992
Node 1253, 19.87536598227686
Node 3206, 127.2169104572094
Node 6680, 244.03869841047515
Node 6282, 212.20345133035255
Node 2323, 82.03731284229129
Node 5899, 205.10238052640005
Node 2287, 80.43973265640184
Node 5366, 201.72462178301717
Node 2621, 97.97588142964493
Node 1721, 49.51779238919493
Node 1187, 13.928430089123605
Node 2096, 68.67830663260229
Node 1914, 59.83753287691201
Node 1070, 2.130774560685807
Node 3165, 124.82997503132596
Node 1582, 43.165500679786824
Node 6989, 464.9882703016849
Node 6446, 219.13657314589307
Node 1259, 20.618614480215395
Node 4889, 200.5330341111409
Node 1377, 30.522938717400574
Node 6853, 308.1413471599004
Node 6790, 276.8385765911932
Node 6713, 249.38771159990208
Node 6415, 217.28377273238453
Node 5516, 202.37050863623693
Node 6122, 207.98496717695483
Node 3021, 118.21540928739746
Node 1998, 63.91906731968468
Node 5588, 202.6808721586203
Node 2742, 103.4628421634854
Node 4007, 172.5262478181803
Node 1716, 49.35350624177471
Node 1533, 40.64022620401292
Node 2429, 86.81695847213506
Node 6506, 223.61568180182994
Node 5680, 203.1760933210549
Node 5409, 201.8879145768645
Node 1406, 32.58011843886833
Node 1067, 1.8631023211194588
Node 6301, 212.9007269444459
Node 3722, 156.75325160616984
Node 4367, 191.9349083801523
Node 1102, 7.162789039650686
Node 1098, 6.921795326907999
Node 6788, 275.68747612094177
Node 4738, 200.29706513301267
Node 1831, 55.66849176120859
Node 6768, 269.2234051232348
Node 4977, 200.72249994964298
Node 1384, 30.80189218311719
Node 4924, 200.61763388699953
Node 6576, 231.1166231027639
Node 2960, 114.50129369648013
Node 3486, 143.7006245018316
Node 3086, 121.64371353715423
Node 6850, 306.5777512314085
Node 3388, 137.90583681091468
Node 4753, 200.32406332787494
Node 1477, 36.90680822608004
Node 3864, 164.3107309060069
Node 1211, 15.466185565698936
Node 1073, 3.5177140836392238
Node 7043, 538.4465679291237
Node 6260, 211.60711311746704
Node 3725, 156.90929972730893
Node 1945, 61.23828788416786
Node 1993, 63.68459949634847
Node 1175, 13.083831175593744
Node 1176, 13.218999812294038
Node 7022, 509.5327505252632
Node 6674, 242.4561598362211
Node 5069, 200.93480686277627
