Total time,Next time interval,Population size
0.0,3.5794183445190155,20000
3.5794183445190155,3.6277888626881913,20000
7.207207207207206,3.6771465342893914,20000
10.884353741496598,3.727518404622123,20000
14.61187214611872,3.778932451582428,20000
18.39080459770115,3.8314176245210727,20000
22.22222222222222,3.885003885003885,20000
26.107226107226108,3.9397222495814046,20000
30.046948356807512,3.99560483468185,20000
34.04255319148936,4.052684903748734,20000
38.095238095238095,4.110996916752312,20000
42.20623501199041,4.170576582212491,20000
46.3768115942029,4.231460911879826,20000
50.60827250608273,4.293688278231,20000
54.90196078431373,4.357298474945534,20000
59.25925925925927,4.422332780541736,20000
63.681592039801004,4.488834025361912,20000
68.17042606516291,4.55684666210982,20000
72.72727272727273,4.626416840157298,20000
77.35368956743004,4.697592483852026,20000
82.05128205128206,4.770423375074538,20000
86.8217054263566,4.844961240310077,20000
91.66666666666669,4.921259842519685,20000
96.58792650918637,4.999375078115236,20000
101.58730158730161,5.079365079365079,20000
106.66666666666669,5.161290322580645,20000
111.82795698924733,5.245213742460005,20000
117.07317073170734,5.331200852992136,20000
122.40437158469948,5.419319875355643,20000
127.82369146005512,5.509641873278237,20000
133.33333333333334,5.602240896358543,20000
138.9355742296919,5.697194131890044,20000
144.63276836158195,5.794582065768506,20000
150.42735042735046,5.894488653109343,20000
156.3218390804598,5.997001499250374,20000
162.31884057971018,6.102212051868802,20000
168.421052631579,6.2102158049992235,20000
174.6312684365782,6.321112515802781,20000
180.952380952381,6.435006435006435,20000
187.38738738738743,6.552006552006552,20000
193.939393939394,6.672226855713094,20000
200.6116207951071,3.397893306150187,10000
204.00951410125728,3.461405330564209,10000
207.4709194318215,3.5267148651031563,10000
210.99763429692464,3.5938903863432166,10000
214.59152468326786,3.663003663003663,10000
218.2545283462715,3.7341299477221805,10000
221.9886582939937,3.807348181991243,10000
225.79600647598494,3.8827412152980005,10000
229.67874769128295,3.9603960396039604,10000
233.6391437308869,4.040404040404041,10000
237.67954777129094,4.1228612657184085,10000
241.80240903700934,4.207868714496108,10000
246.01027775150544,4.29553264604811,10000
250.30581039755356,4.385964912280702,10000
254.69177530983427,4.479283314669653,10000
259.1710586245039,4.575611988103409,10000
263.7466706126073,4.675081813931744,10000
268.42175242653906,4.777830864787386,10000
273.19958329132646,4.884004884004884,10000
278.08358817533133,4.9937578027465666,10000
283.0773459780779,5.107252298263535,10000
288.18459827634143,5.2246603970741905,10000
293.40925867341565,5.346164127238707,10000
298.75542280065434,5.471956224350206,10000
304.22737902500455,5.602240896358543,10000
309.8296199213631,5.737234652897303,10000
315.5668545742604,5.877167205406994,10000
321.44402177966737,6.022282445046673,10000
327.46630422471407,6.172839506172839,10000
333.63914373088693,6.329113924050633,10000
339.9682576549376,6.491398896462187,10000
346.4596565513998,6.66000666000666,10000
353.1196632114065,6.83526999316473,10000
359.9549332045712,7.017543859649122,10000
366.9724770642203,7.207207207207207,10000
374.1796842714275,7.404664938911514,10000
381.58434921033904,7.610350076103501,10000
389.1946992864425,7.82472613458529,10000
397.0194254210278,8.048289738430583,10000
405.0677151594584,8.281573498964804,10000
413.3492886584232,8.525149190110827,10000
421.874437848534,8.779631255487269,10000
430.6540691040213,9.045680687471732,10000
439.69974979149305,9.324009324009324,10000
449.02375911550234,9.615384615384615,10000
458.639143730887,9.920634920634921,10000
468.5597786515219,10.240655401945725,10000
478.80043405346765,10.576414595452142,10000
489.3768486489198,10.92896174863388,10000
500.30581039755367,11.299435028248588,10000
511.60524542580225,11.689070718877849,10000
523.2943161446801,12.099213551119178,10000
535.3935296957993,12.531328320802006,10000
547.9248580166013,12.987012987012987,10000
560.9118710036144,13.468013468013469,10000
574.3798844716279,13.97624039133473,10000
588.3561248629626,14.513788098693759,10000
602.8699129616564,15.082956259426847,10000
617.9528692210832,15.686274509803921,10000
633.6391437308871,16.3265306122449,10000
649.965674343132,17.006802721088434,10000
666.9724770642205,17.73049645390071,10000
684.7029735181212,18.501387604070306,10000
703.2043611221915,19.32367149758454,10000
722.528032619776,20.2020202020202,10000
742.7300528217962,21.141649048625794,10000
763.871701870422,22.148394241417495,10000
786.0200961118395,23.228803716608596,10000
809.2488998284481,24.390243902439025,10000
833.6391437308871,25.641025641025642,10000
859.2801693719127,26.99055330634278,10000
886.2707226782555,28.44950213371266,10000
914.7202248119683,30.03003003003003,10000
944.7502548419983,31.746031746031747,10000
976.49628658803,33.61344537815126,10000
1010.1097319661812,35.650623885918,10000
1045.7603558520993,37.878787878787875,10000
1083.639143730887,40.32258064516129,10000
1123.9617243760483,43.01075268817204,10000
1166.9724770642204,45.97701149425287,10000
1212.9494885584731,49.26108374384236,10000
1262.2105723023155,52.91005291005291,10000
1315.1206252123684,56.98005698005698,10000
1372.1006821924254,61.53846153846154,10000
1433.6391437308869,66.66666666666667,10000
1500.3058103975536,72.46376811594203,10000
1572.7695785134956,79.05138339920948,10000
1651.8209619127051,86.58008658008659,10000
1738.4010484927917,95.23809523809524,10000
1833.6391437308869,105.26315789473684,10000
1938.9023016256237,116.95906432748538,10000
2055.8613659531093,130.718954248366,10000
2186.5803202014754,147.05882352941177,10000
2333.639143730887,166.66666666666666,10000
2500.3058103975536,190.47619047619048,10000
2690.782000873744,219.78021978021977,10000
2910.562220653964,256.4102564102564,10000
3166.97247706422,303.030303030303,10000
3470.002780094523,363.6363636363636,10000
3833.6391437308866,444.44444444444446,10000
4278.083588175331,555.5555555555555,10000
4833.639143730887,714.2857142857143,10000
5547.924858016601,952.3809523809524,10000
6500.305810397554,1333.3333333333333,10000
